"","SA","ID","YR","YR.1","CPNM","GNAM","HERD","OWNER","GZNBhd","GZDd","GZSLkg.ha","GZSDkg.ha","HAYkg.ha","HAYd","WTGkg.hd.d","WSAha","PSTLkg.ha","PSTDkg.ha","PSTTkg.ha","POP","DMIkg.hd","PEAK_Time.YYYYMMDD.","Treatment"
"1",1,1,2014,7,"WSPG","STEERS",1,1,20,142,139.17,5.8,0,0,1.178,133.06,72.026,20.83,75.688,21.76,964.485,20140824,"TRM"
"2",1,1,2014,7,"CSPG","STEERS",1,1,20,142,13.44,3.36,0,0,1.178,133.06,21.248,14.154,22.347,0.45,111.798,20140723,"TRM"
"3",1,1,2014,7,"VUOC","STEERS",1,1,20,142,23.36,0.64,0,0,1.178,133.06,48.32,4.404,49.308,2.9,159.67,20140721,"TRM"
"4",1,1,2014,7,"FRB3","STEERS",1,1,20,142,20.42,2.92,0,0,1.178,133.06,62.616,39.113,67.755,0.82,155.31,20140918,"TRM"
"5",1,1,2014,7,"ATCA","STEERS",1,1,20,142,3.93,0,0,0,1.178,133.06,311.592,0,311.592,54.17,26.163,20140930,"TRM"
"6",2,2,2014,7,"WSPG","STEERS",2,1,20,142,170.89,6.86,0,0,1.163,125.35,463.972,252.041,473.834,26.5,1114.153,20140803,"TRM"
"7",2,2,2014,7,"CSPG","STEERS",2,1,20,142,26.71,6.4,0,0,1.163,125.35,177.214,135.519,188.567,0.8,207.557,20140728,"TRM"
"8",2,2,2014,7,"VUOC","STEERS",2,1,20,142,11.78,1.45,0,0,1.163,125.35,108.613,40.421,117.184,3.4,82.94,20140726,"TRM"
"9",2,2,2014,7,"FRB3","STEERS",2,1,20,142,10.07,1.42,0,0,1.163,125.35,156.66,121.944,167.653,0.4,72.021,20140910,"TRM"
"10",2,2,2014,7,"ATCA","STEERS",2,1,20,142,1.24,0,0,0,1.163,125.35,270.369,0,270.369,25,7.773,20140805,"TRM"
"11",3,3,2014,7,"WSPG","STEERS",3,1,20,142,150.18,5.46,0,0,1.147,126.08,349.483,175.661,358.075,17.95,981.123,20140803,"TRM"
"12",3,3,2014,7,"CSPG","STEERS",3,1,20,142,29.63,6.84,0,0,1.147,126.08,176.036,134.871,188.554,0.85,229.866,20140728,"TRM"
"13",3,3,2014,7,"VUOC","STEERS",3,1,20,142,16.99,2.23,0,0,1.147,126.08,154.588,67.263,168.818,4.88,121.163,20140725,"TRM"
"14",3,3,2014,7,"FRB3","STEERS",3,1,20,142,20.63,2.86,0,0,1.147,126.08,285.049,222.753,306.469,1.02,148.096,20140910,"TRM"
"15",4,4,2014,7,"WSPG","STEERS",4,1,20,142,187.11,8.78,0,0,1.178,127.63,441.182,222.13,451.414,27.01,1250.171,20140803,"TRM"
"16",4,4,2014,7,"CSPG","STEERS",4,1,20,142,18.14,4.4,0,0,1.178,127.63,98.632,69.865,104.346,0.45,143.854,20140727,"TRM"
"17",4,4,2014,7,"VUOC","STEERS",4,1,20,142,6.34,0.47,0,0,1.178,127.63,43.656,9.887,45.616,0.88,43.438,20140728,"TRM"
"18",4,4,2014,7,"FRB3","STEERS",4,1,20,142,7.25,1.07,0,0,1.178,127.63,83.455,59.26,86.893,0.2,53.143,20140907,"TRM"
"19",5,5,2014,7,"WSPG","STEERS",5,1,24,142,160.75,6.17,0,0,1.215,145.69,361.82,241.386,402.599,18.6,1013.228,20140830,"TRM"
"20",5,5,2014,7,"CSPG","STEERS",5,1,24,142,40.32,11.12,0,0,1.215,145.69,306.577,243.357,327.62,1.55,312.227,20140727,"TRM"
"21",5,5,2014,7,"VUOC","STEERS",5,1,24,142,3.28,0.19,0,0,1.215,145.69,28.256,6.226,29.178,0.5,21.076,20140730,"TRM"
"22",5,5,2014,7,"FRB3","STEERS",5,1,24,142,16.33,2.17,0,0,1.215,145.69,224.482,174.352,239.803,0.85,112.267,20140910,"TRM"
"23",5,5,2014,7,"ATCA","STEERS",5,1,24,142,4.24,0,0,0,1.215,145.69,1087.567,0,1087.567,570.83,25.744,20140930,"TRM"
"24",6,6,2014,7,"WSPG","STEERS",6,1,24,142,96.54,3.05,0,0,1.039,129.19,285.474,155.39,293.114,11.35,536.096,20140804,"TRM"
"25",6,6,2014,7,"CSPG","STEERS",6,1,24,142,107.36,39.6,0,0,1.039,129.19,1334.923,1117.506,1500.764,6.62,791.068,20140728,"TRM"
"26",6,6,2014,7,"VUOC","STEERS",6,1,24,142,0.87,0,0,0,1.039,129.19,12.787,1.224,13.419,0.1,4.673,20140806,"TRM"
"27",6,6,2014,7,"FRB3","STEERS",6,1,24,142,22.63,1.08,0,0,1.039,129.19,176.107,143.382,191.461,0.75,127.609,20140918,"TRM"
"28",6,6,2014,7,"ATCA","STEERS",6,1,24,142,2.99,0,0,0,1.039,129.19,1090.942,0,1090.942,583.33,16.105,20140930,"TRM"
"29",7,7,2014,7,"WSPG","STEERS",7,1,20,142,125.72,4.71,0,0,1.111,128.67,389.104,223.975,399.26,19.26,839.164,20140804,"TRM"
"30",7,7,2014,7,"CSPG","STEERS",7,1,20,142,59.5,21.43,0,0,1.111,128.67,648.045,542.069,719.205,3.05,520.721,20140728,"TRM"
"31",7,7,2014,7,"VUOC","STEERS",7,1,20,142,2.77,0.21,0,0,1.111,128.67,35.109,9.343,36.757,0.7,19.218,20140728,"TRM"
"32",7,7,2014,7,"FRB3","STEERS",7,1,20,142,14.32,1.34,0,0,1.111,128.67,184.778,144.827,197.507,0.63,100.758,20140910,"TRM"
"33",7,7,2014,7,"ATCA","STEERS",7,1,20,142,3.08,0,0,0,1.111,128.67,984.957,0,984.957,356.94,19.807,20140930,"TRM"
"34",8,8,2014,7,"WSPG","STEERS",8,1,22,142,145.33,5.86,0,0,1.113,126.23,390.673,213.04,401.368,19.38,867.511,20140803,"TRM"
"35",8,8,2014,7,"CSPG","STEERS",8,1,22,142,66.12,23.49,0,0,1.113,126.23,656.719,531.509,713.471,2.8,514.161,20140728,"TRM"
"36",8,8,2014,7,"VUOC","STEERS",8,1,22,142,1.55,0,0,0,1.113,126.23,16.248,1.823,16.908,0.17,8.889,20140804,"TRM"
"37",8,8,2014,7,"FRB3","STEERS",8,1,22,142,13.25,1.2,0,0,1.113,126.23,137.252,104.166,145.954,0.4,82.892,20140910,"TRM"
"38",8,8,2014,7,"ATCA","STEERS",8,1,22,142,4.49,0,0,0,1.113,126.23,1268.612,0,1268.612,1116.67,25.74,20140930,"TRM"
"39",9,9,2014,7,"WSPG","STEERS",9,1,21.99,142,111.87,3.83,0,0,1.083,128.63,313.922,175.892,322.231,16.85,676.862,20140804,"TRM"
"40",9,9,2014,7,"CSPG","STEERS",9,1,21.99,142,85.55,28.66,0,0,1.083,128.63,820.165,684.756,917.526,4.13,668.147,20140728,"TRM"
"41",9,9,2014,7,"VUOC","STEERS",9,1,21.99,142,3.65,0.34,0,0,1.083,128.63,44.65,14.856,47.163,1.07,23.356,20140728,"TRM"
"42",9,9,2014,7,"FRB3","STEERS",9,1,21.99,142,17.02,0.97,0,0,1.083,128.63,129.292,98.128,137.685,0.57,105.244,20140907,"TRM"
"43",9,9,2014,7,"ATCA","STEERS",9,1,21.99,142,0.55,0,0,0,1.083,128.63,114.186,0,114.186,5.56,3.228,20140629,"TRM"
"44",10,10,2014,7,"WSPG","STEERS",10,1,22,142,73.49,2.11,0,0,0.961,129.46,208.069,118.162,213.628,13.14,444.893,20140806,"TRM"
"45",10,10,2014,7,"CSPG","STEERS",10,1,22,142,114.75,36.72,0,0,0.961,129.46,1200.454,1016.751,1359.993,8.47,891.401,20140728,"TRM"
"46",10,10,2014,7,"VUOC","STEERS",10,1,22,142,2,0.13,0,0,0.961,129.46,28.236,6.948,29.38,0.52,12.54,20140728,"TRM"
"47",10,10,2014,7,"FRB3","STEERS",10,1,22,142,10.07,0.06,0,0,0.961,129.46,10.467,5.857,11.429,0.1,59.607,20140619,"TRM"
"48",10,10,2014,7,"ATCA","STEERS",10,1,22,142,0.75,0,0,0,0.961,129.46,214.792,0,214.792,27.78,4.397,20140930,"TRM"
"49",13,13,2014,7,"WSPG","STEERS",11,2,214.16,24,114.11,52.52,0,0,1.057,133.42,557.597,206.493,577.177,16.35,103.814,20140809,"CARM"
"50",13,13,2014,7,"CSPG","STEERS",11,2,214.16,24,15.47,43.47,0,0,1.057,133.42,326.757,305.909,364.743,1.2,36.722,20140723,"CARM"
"51",13,13,2014,7,"VUOC","STEERS",11,2,214.16,24,89.69,3.08,0,0,1.057,133.42,273.066,88.049,299.841,6.1,57.792,20140729,"CARM"
"52",13,13,2014,7,"FRB3","STEERS",11,2,214.16,24,77.43,58.33,0,0,1.057,133.42,478.416,174.654,551.769,1.65,84.582,20140907,"CARM"
"53",14,14,2014,7,"WSPG","STEERS",11,2,213.92,22,156.03,28.06,0,0,1.057,130.28,386.182,45.187,398.419,18.03,112.111,20140810,"CARM"
"54",14,14,2014,7,"CSPG","STEERS",11,2,213.92,22,28.44,51.76,0,0,1.057,130.28,234.756,168.523,255.188,1.57,48.837,20140723,"CARM"
"55",14,14,2014,7,"VUOC","STEERS",11,2,213.92,22,31.28,0.4,0,0,1.057,130.28,55.243,9.095,58.16,1.8,19.292,20140807,"CARM"
"56",14,14,2014,7,"FRB3","STEERS",11,2,213.92,22,61.6,3.6,0,0,1.057,130.28,117.744,13.975,121.774,0.68,39.709,20140818,"CARM"
"57",16,16,2014,7,"WSPG","STEERS",11,2,213.86,21,64.11,0.85,0,0,1.057,131.95,129.91,101.264,133.675,8.78,40.081,20140808,"CARM"
"58",16,16,2014,7,"CSPG","STEERS",11,2,213.86,21,225.12,13.06,0,0,1.057,131.95,1298.784,1257.049,1410.118,8.8,146.954,20141025,"CARM"
"59",16,16,2014,7,"VUOC","STEERS",11,2,213.86,21,1.66,0.06,0,0,1.057,131.95,18.23,3.63,18.715,0.25,1.062,20141114,"CARM"
"60",16,16,2014,7,"FRB3","STEERS",11,2,213.86,21,5.05,0.33,0,0,1.057,131.95,160.67,134.814,170.569,0.45,3.32,20140903,"CARM"
"61",17,17,2014,7,"WSPG","STEERS",11,2,213.89,18,153.12,2.65,0,0,1.057,122.77,264.624,220.803,293.19,20.73,89.412,20140827,"CARM"
"62",17,17,2014,7,"CSPG","STEERS",11,2,213.89,18,119.48,8.72,0,0,1.057,122.77,367.461,319.568,401.116,3.42,73.586,20140626,"CARM"
"63",17,17,2014,7,"VUOC","STEERS",11,2,213.89,18,7,0.07,0,0,1.057,122.77,24.893,3.033,26.123,0.6,4.054,20140620,"CARM"
"64",17,17,2014,7,"FRB3","STEERS",11,2,213.89,18,18.64,0.62,0,0,1.057,122.77,25.038,20.479,29.126,0.5,11.058,20140620,"CARM"
"65",18,18,2014,7,"WSPG","STEERS",11,2,214.09,15,207.72,1.12,0,0,1.057,127.17,709.318,592.451,775.1,28.66,124.051,20140821,"CARM"
"66",18,18,2014,7,"CSPG","STEERS",11,2,214.09,15,27.92,1.17,0,0,1.057,127.17,316.008,264.17,327.426,1.25,17.278,20140709,"CARM"
"67",18,18,2014,7,"VUOC","STEERS",11,2,214.09,15,1.76,0,0,0,1.057,127.17,20.149,2.539,21.145,0.3,1.044,20140708,"CARM"
"68",18,18,2014,7,"FRB3","STEERS",11,2,214.09,15,18.34,0.29,0,0,1.057,127.17,68.913,54.741,74.32,0.38,11.069,20140910,"CARM"
"69",18,18,2014,7,"ATCA","STEERS",11,2,214.09,15,6.86,0,0,0,1.057,127.17,1015.217,0,1015.217,1102.08,4.077,20140817,"CARM"
"70",19,19,2014,7,"WSPG","STEERS",11,2,213.8,26,160.54,1.63,0,0,1.057,128.71,431.232,98.484,444.262,16.92,97.622,20140723,"CARM"
"71",19,19,2014,7,"CSPG","STEERS",11,2,213.8,26,211.56,52.28,0,0,1.057,128.71,944.38,372.887,1103.108,4.61,158.831,20140723,"CARM"
"72",19,19,2014,7,"VUOC","STEERS",11,2,213.8,26,7.13,0.29,0,0,1.057,128.71,45.834,14.9,50.337,1.1,4.47,20140723,"CARM"
"73",19,19,2014,7,"FRB3","STEERS",11,2,213.8,26,24.54,0.43,0,0,1.057,128.71,156.38,124.466,158.861,0.67,15.032,20140813,"CARM"
"74",19,19,2014,7,"ATCA","STEERS",11,2,213.8,26,15.92,0,0,0,1.057,128.71,708.862,0,708.862,194.44,9.582,20140909,"CARM"
"75",20,20,2014,7,"WSPG","STEERS",11,2,213.91,16,25.48,1.55,0,0,1.057,128.56,148.183,115.52,152.264,10.59,16.247,20140810,"CARM"
"76",20,20,2014,7,"CSPG","STEERS",11,2,213.91,16,163.98,20.2,0,0,1.057,128.56,274.591,370.915,409.497,5.98,110.692,20141108,"CARM"
"77",20,20,2014,7,"VUOC","STEERS",11,2,213.91,16,4.31,0.63,0,0,1.057,128.56,33.256,6.959,34.252,0.87,2.969,20141107,"CARM"
"78",20,20,2014,7,"FRB3","STEERS",11,2,213.91,16,6.66,0.39,0,0,1.057,128.56,113.756,95.251,120.622,0.48,4.238,20140901,"CARM"
"79",1,1,2015,8,"WSPG","STEERS",1,1,21,142,125.52,13.75,0,0,1.266,133.06,50.467,29.682,51.61,21.76,882.421,20150629,"TRM"
"80",1,1,2015,8,"CSPG","STEERS",1,1,21,142,11.1,4.78,0,0,1.266,133.06,18.824,11.673,19.906,0.45,100.65,20150716,"TRM"
"81",1,1,2015,8,"VUOC","STEERS",1,1,21,142,15.91,1.84,0,0,1.266,133.06,27.355,12.671,28.075,2.9,112.5,20150114,"TRM"
"82",1,1,2015,8,"FRB3","STEERS",1,1,21,142,32.46,3.19,0,0,1.266,133.06,39.155,26.742,41.117,0.82,225.892,20150728,"TRM"
"83",1,1,2015,8,"ATCA","STEERS",1,1,21,142,1.43,0,0,0,1.266,133.06,358.155,0,358.155,54.17,9.03,20150701,"TRM"
"84",2,2,2015,8,"WSPG","STEERS",2,1,21,142,172.9,9.39,0,0,1.108,125.35,500.887,280.59,524.569,26.5,1088.112,20150728,"TRM"
"85",2,2,2015,8,"CSPG","STEERS",2,1,21,142,24.04,6.35,0,0,1.108,125.35,169.313,131.198,183.466,0.8,181.374,20150723,"TRM"
"86",2,2,2015,8,"VUOC","STEERS",2,1,21,142,7.04,2.14,0,0,1.108,125.35,100.14,68.771,101.737,3.4,54.778,20150101,"TRM"
"87",2,2,2015,8,"FRB3","STEERS",2,1,21,142,12.42,1.97,0,0,1.108,125.35,138.508,102.086,146.435,0.4,85.873,20150824,"TRM"
"88",2,2,2015,8,"ATCA","STEERS",2,1,21,142,3.81,0,0,0,1.108,125.35,333.38,0,333.38,25,22.74,20150713,"TRM"
"89",3,3,2015,8,"WSPG","STEERS",3,1,21,142,153.72,7.55,0,0,1.081,126.08,386.552,198.692,403.836,17.95,968.29,20150727,"TRM"
"90",3,3,2015,8,"CSPG","STEERS",3,1,21,142,26.41,7.35,0,0,1.081,126.08,175.559,135.049,189.448,0.85,202.696,20150723,"TRM"
"91",3,3,2015,8,"VUOC","STEERS",3,1,21,142,11.44,3.03,0,0,1.081,126.08,141.907,97.831,144.497,4.88,86.913,20150101,"TRM"
"92",3,3,2015,8,"FRB3","STEERS",3,1,21,142,23.2,3.93,0,0,1.081,126.08,244.108,200.466,276.3,1.02,162.917,20150913,"TRM"
"93",4,4,2015,8,"WSPG","STEERS",4,1,21,142,189.58,12.17,0,0,1.106,127.63,460.188,231.06,481.527,27.01,1226.281,20150727,"TRM"
"94",4,4,2015,8,"CSPG","STEERS",4,1,21,142,16.04,4.92,0,0,1.106,127.63,94.835,68.696,101.601,0.45,127.414,20150723,"TRM"
"95",4,4,2015,8,"VUOC","STEERS",4,1,21,142,3.96,1.01,0,0,1.106,127.63,39.015,22.313,39.898,0.88,30.194,20150113,"TRM"
"96",4,4,2015,8,"FRB3","STEERS",4,1,21,142,6.76,1.28,0,0,1.106,127.63,67.346,48.426,71.078,0.2,48.837,20150821,"TRM"
"97",5,5,2015,8,"WSPG","STEERS",5,1,24.99,142,140.93,8.42,0,0,1.075,145.69,278.77,130.216,296.828,18.6,870.69,20150727,"TRM"
"98",5,5,2015,8,"CSPG","STEERS",5,1,24.99,142,41.79,15.63,0,0,1.075,145.69,285.232,220.245,308.968,1.55,334.735,20150723,"TRM"
"99",5,5,2015,8,"VUOC","STEERS",5,1,24.99,142,2.83,0.5,0,0,1.075,145.69,26.233,11.097,26.923,0.5,19.415,20150112,"TRM"
"100",5,5,2015,8,"FRB3","STEERS",5,1,24.99,142,24.05,3.74,0,0,1.075,145.69,176.256,142.076,199.677,0.85,162.018,20150913,"TRM"
"101",5,5,2015,8,"ATCA","STEERS",5,1,24.99,142,5.88,0,0,0,1.075,145.69,1325.115,0,1325.115,570.83,34.305,20150711,"TRM"
"102",6,6,2015,8,"WSPG","STEERS",6,1,25,142,100.35,4.38,0,0,0.995,129.19,328.638,182.527,342.464,11.35,541.24,20150729,"TRM"
"103",6,6,2015,8,"CSPG","STEERS",6,1,25,142,96.36,43.05,0,0,0.995,129.19,1354.238,1156.512,1541.823,6.62,720.475,20150723,"TRM"
"104",6,6,2015,8,"VUOC","STEERS",6,1,25,142,0.97,0,0,0,0.995,129.19,13.651,1.266,14.297,0.1,5.008,20150728,"TRM"
"105",6,6,2015,8,"FRB3","STEERS",6,1,25,142,26.36,1.48,0,0,0.995,129.19,146.168,120.066,165.299,0.75,143.88,20150913,"TRM"
"106",6,6,2015,8,"ATCA","STEERS",6,1,25,142,3.46,0,0,0,0.995,129.19,1352.833,0,1352.833,583.33,17.86,20150710,"TRM"
"107",7,7,2015,8,"WSPG","STEERS",7,1,21,142,129.86,6.68,0,0,1.064,128.67,419.992,246.21,440.93,19.26,836.59,20150729,"TRM"
"108",7,7,2015,8,"CSPG","STEERS",7,1,21,142,53.44,21.87,0,0,1.064,128.67,612.294,515.677,687.166,3.05,461.419,20150723,"TRM"
"109",7,7,2015,8,"VUOC","STEERS",7,1,21,142,1.9,0.45,0,0,1.064,128.67,33.17,18.145,34.047,0.7,14.425,20150105,"TRM"
"110",7,7,2015,8,"FRB3","STEERS",7,1,21,142,16.42,1.75,0,0,1.064,128.67,153.43,117.775,164.813,0.63,111.355,20150901,"TRM"
"111",7,7,2015,8,"ATCA","STEERS",7,1,21,142,3.6,0,0,0,1.064,128.67,1193.637,0,1193.637,356.94,22.055,20150626,"TRM"
"112",8,8,2015,8,"WSPG","STEERS",8,1,23,142,145.51,7.65,0,0,1.067,126.23,433.853,244.519,454.033,19.38,840.557,20150728,"TRM"
"113",8,8,2015,8,"CSPG","STEERS",8,1,23,142,61.73,24.99,0,0,1.067,126.23,667.084,551.556,740.255,2.8,475.887,20150723,"TRM"
"114",8,8,2015,8,"VUOC","STEERS",8,1,23,142,1.47,0.07,0,0,1.067,126.23,15.877,3.957,16.687,0.17,8.492,20150723,"TRM"
"115",8,8,2015,8,"FRB3","STEERS",8,1,23,142,15.43,1.38,0,0,1.067,126.23,116.433,87.158,123.266,0.4,92.278,20150824,"TRM"
"116",8,8,2015,8,"ATCA","STEERS",8,1,23,142,4.87,0,0,0,1.067,126.23,1585.138,0,1585.138,1116.67,26.753,20150713,"TRM"
"117",9,9,2015,8,"WSPG","STEERS",9,1,23.01,142,126.93,6.22,0,0,1.041,128.63,408.823,233.599,425.143,16.85,744.296,20150730,"TRM"
"118",9,9,2015,8,"CSPG","STEERS",9,1,23.01,142,71.71,30.59,0,0,1.041,128.63,820.832,697.384,930.388,4.13,571.846,20150723,"TRM"
"119",9,9,2015,8,"VUOC","STEERS",9,1,23.01,142,2.31,0.59,0,0,1.041,128.63,42.127,26.609,43.108,1.07,16.193,20150111,"TRM"
"120",9,9,2015,8,"FRB3","STEERS",9,1,23.01,142,17.98,1.19,0,0,1.041,128.63,114.05,86.274,121.282,0.57,107.144,20150902,"TRM"
"121",9,9,2015,8,"ATCA","STEERS",9,1,23.01,142,0.7,0,0,0,1.041,128.63,140.775,0,140.775,5.56,3.94,20150702,"TRM"
"122",10,10,2015,8,"WSPG","STEERS",10,1,23,142,85.98,3.86,0,0,0.894,129.46,255.056,137.149,265.692,13.14,505.691,20150730,"TRM"
"123",10,10,2015,8,"CSPG","STEERS",10,1,23,142,93.58,44.74,0,0,0.894,129.46,1188.299,1025.728,1367.785,8.47,778.61,20150723,"TRM"
"124",10,10,2015,8,"VUOC","STEERS",10,1,23,142,1.66,0.32,0,0,0.894,129.46,26.941,12.568,27.716,0.52,11.103,20150102,"TRM"
"125",10,10,2015,8,"FRB3","STEERS",10,1,23,142,13.4,0.11,0,0,0.894,129.46,7.718,5.464,8.841,0.1,76.053,20150623,"TRM"
"126",10,10,2015,8,"ATCA","STEERS",10,1,23,142,0.96,0,0,0,0.894,129.46,255.945,0,255.945,27.78,5.415,20150705,"TRM"
"127",11,11,2015,8,"WSPG","STEERS",11,2,224.04,44,619.86,6.78,0,0,1.007,123,456.66,229.891,521.795,18.3,344.025,20150707,"CARM"
"128",11,11,2015,8,"CSPG","STEERS",11,2,224.04,44,99.2,16.02,0,0,1.007,123,281.855,150.522,311.491,1.18,63.256,20150707,"CARM"
"129",11,11,2015,8,"VUOC","STEERS",11,2,224.04,44,14.59,2.07,0,0,1.007,123,93.508,63.096,95.688,2.2,9.145,20150101,"CARM"
"130",11,11,2015,8,"FRB3","STEERS",11,2,224.04,44,75.99,3.29,0,0,1.007,123,157.215,158.332,176.852,0.9,43.522,20150711,"CARM"
"131",11,11,2015,8,"ATCA","STEERS",11,2,224.04,44,13.31,0,0,0,1.007,123,487.254,0,487.254,100,7.31,20150706,"CARM"
"132",12,12,2015,8,"WSPG","STEERS",11,2,224.1,42,246.31,77.66,0,0,1.007,125.72,791.105,317.554,868.295,29.13,181.75,20150730,"CARM"
"133",12,12,2015,8,"CSPG","STEERS",11,2,224.1,42,17.93,104.53,0,0,1.007,125.72,655.03,652.393,786.484,2.53,68.698,20150718,"CARM"
"134",12,12,2015,8,"VUOC","STEERS",11,2,224.1,42,16.84,0.94,0,0,1.007,125.72,47.798,28.403,48.991,0.95,9.974,20150101,"CARM"
"135",12,12,2015,8,"FRB3","STEERS",11,2,224.1,42,157.14,66.56,0,0,1.007,125.72,423.469,222.903,472.169,1.32,125.496,20150820,"CARM"
"136",12,12,2015,8,"ATCA","STEERS",11,2,224.1,42,3.74,0,0,0,1.007,125.72,252.507,0,252.507,8.33,2.098,20150809,"CARM"
"137",16,16,2015,8,"WSPG","STEERS",11,2,224.02,15,18.61,1.19,0,0,1.007,131.95,315.849,252.919,322.62,8.78,11.662,20150804,"CARM"
"138",16,16,2015,8,"CSPG","STEERS",11,2,224.02,15,159.94,24.48,0,0,1.007,131.95,953.62,950.414,1126.839,8.8,108.623,20150718,"CARM"
"139",16,16,2015,8,"VUOC","STEERS",11,2,224.02,15,0.89,0.16,0,0,1.007,131.95,18.23,5.605,18.715,0.25,0.623,20150101,"CARM"
"140",16,16,2015,8,"FRB3","STEERS",11,2,224.02,15,0.68,1.33,0,0,1.007,131.95,216.542,171.77,230.407,0.45,1.186,20150830,"CARM"
"141",19,19,2015,8,"WSPG","STEERS",11,2,223.84,41,239.73,5.58,0,0,1.007,128.71,159.75,137.902,177.557,16.92,141.053,20150828,"CARM"
"142",19,19,2015,8,"CSPG","STEERS",11,2,223.84,41,340.1,16.06,0,0,1.007,128.71,474.378,435.404,510.869,4.61,204.797,20150724,"CARM"
"143",19,19,2015,8,"VUOC","STEERS",11,2,223.84,41,12.02,1.46,0,0,1.007,128.71,35.364,19.298,36.143,1.1,7.749,20150101,"CARM"
"144",19,19,2015,8,"FRB3","STEERS",11,2,223.84,41,40.41,3.04,0,0,1.007,128.71,33.894,73.792,73.792,0.67,24.979,20150101,"CARM"
"145",1,1,2016,9,"WSPG","STEERS",1,1,22,142,51.27,4.16,0,0,0.78,133.06,13.836,14.6,21.183,21.76,335.201,20160509,"TRM"
"146",1,1,2016,9,"CSPG","STEERS",1,1,22,142,12.37,0.93,0,0,0.78,133.06,7.798,1.222,8.794,0.45,80.425,20160511,"TRM"
"147",1,1,2016,9,"VUOC","STEERS",1,1,22,142,24.58,0.48,0,0,0.78,133.06,22.972,2.417,25.211,2.9,151.528,20160513,"TRM"
"148",1,1,2016,9,"FRB3","STEERS",1,1,22,142,14.55,3.81,0,0,0.78,133.06,7.095,12.245,12.245,0.82,111.009,20160101,"TRM"
"149",1,1,2016,9,"ATCA","STEERS",1,1,22,142,5.88,0,0,0,0.78,133.06,353.673,0,353.673,54.17,35.589,20160401,"TRM"
"150",2,2,2016,9,"WSPG","STEERS",2,1,22,142,148.51,13.66,0,0,0.987,125.35,238.479,138.44,280.027,26.5,924.021,20160616,"TRM"
"151",2,2,2016,9,"CSPG","STEERS",2,1,22,142,22.62,7.75,0,0,0.987,125.35,88.365,60.112,95.777,0.8,173.007,20160715,"TRM"
"152",2,2,2016,9,"VUOC","STEERS",2,1,22,142,26.17,2.36,0,0,0.987,125.35,119.626,41.9,131.179,3.4,162.556,20160717,"TRM"
"153",2,2,2016,9,"FRB3","STEERS",2,1,22,142,7.57,2.72,0,0,0.987,125.35,27.714,69.793,69.793,0.4,58.627,20160101,"TRM"
"154",2,2,2016,9,"ATCA","STEERS",2,1,22,142,1.96,0,0,0,0.987,125.35,324.176,0,324.176,25,11.178,20160120,"TRM"
"155",3,3,2016,9,"WSPG","STEERS",3,1,22,142,122.37,8.45,0,0,0.958,126.08,185.406,95.208,215.684,17.95,749.761,20160616,"TRM"
"156",3,3,2016,9,"CSPG","STEERS",3,1,22,142,24.72,7.05,0,0,0.958,126.08,88.043,59.863,95.628,0.85,182.051,20160715,"TRM"
"157",3,3,2016,9,"VUOC","STEERS",3,1,22,142,35.77,3.37,0,0,0.958,126.08,178.702,63.122,196.384,4.88,224.354,20160717,"TRM"
"158",3,3,2016,9,"FRB3","STEERS",3,1,22,142,18.37,6.08,0,0,0.958,126.08,68.202,135.802,135.802,1.02,140.119,20160101,"TRM"
"159",4,4,2016,9,"WSPG","STEERS",4,1,22,142,173.34,20.45,0,0,1.087,127.63,251.883,147.671,280.01,27.01,1124.128,20160818,"TRM"
"160",4,4,2016,9,"CSPG","STEERS",4,1,22,142,15.39,4.34,0,0,1.087,127.63,49.875,29.657,53.333,0.45,114.436,20160712,"TRM"
"161",4,4,2016,9,"VUOC","STEERS",4,1,22,142,9.63,0.98,0,0,1.087,127.63,38.184,13.533,41.925,0.88,61.571,20160715,"TRM"
"162",4,4,2016,9,"FRB3","STEERS",4,1,22,142,4.81,1.8,0,0,1.087,127.63,19.962,33.551,33.551,0.2,38.361,20160101,"TRM"
"163",5,5,2016,9,"WSPG","STEERS",5,1,26.02,142,142.96,13.57,0,0,1.058,145.69,202.287,115.663,224.44,18.6,876.567,20160818,"TRM"
"164",5,5,2016,9,"CSPG","STEERS",5,1,26.02,142,32.73,13.28,0,0,1.058,145.69,150.101,113.696,162.209,1.55,257.662,20160713,"TRM"
"165",5,5,2016,9,"VUOC","STEERS",5,1,26.02,142,6.31,0.44,0,0,1.058,145.69,28.38,6.939,30.429,0.5,37.798,20160716,"TRM"
"166",5,5,2016,9,"FRB3","STEERS",5,1,26.02,142,15.23,5.04,0,0,1.058,145.69,45.598,95.677,95.677,0.85,113.549,20160101,"TRM"
"167",5,5,2016,9,"ATCA","STEERS",5,1,26.02,142,7.06,0,0,0,1.058,145.69,1311.721,0,1311.721,570.83,39.539,20160102,"TRM"
"168",6,6,2016,9,"WSPG","STEERS",6,1,26,142,86.41,4.97,0,0,0.896,129.19,154.36,87.438,180.323,11.35,454.1,20160616,"TRM"
"169",6,6,2016,9,"CSPG","STEERS",6,1,26,142,99.22,48.47,0,0,0.896,129.19,749.487,628.02,862.121,6.62,733.913,20160715,"TRM"
"170",6,6,2016,9,"VUOC","STEERS",6,1,26,142,2.11,0.02,0,0,0.896,129.19,16.587,2.903,17.314,0.1,10.586,20160723,"TRM"
