"","Y","Treatment","Pasture","CPNM","Sim.Type","observed","uncertainty","simulated"
"741",2018,"TRM","19N","FORB","Spatial Variability",16.72,117.49,49.32
"742",2018,"TRM","19N","FORB","No Variability",16.72,117.49,40.73
"743",2018,"TRM","19N","WSPG","No Variability",116.45,51.22,183.84
"744",2018,"TRM","19N","WSPG","Spatial Variability",116.45,51.22,100.54
"745",2018,"TRM","20SE","CSAG","No Variability",11.59,155.39,4.87
"746",2018,"TRM","20SE","CSAG","Spatial Variability",11.59,155.39,7.12
"747",2018,"TRM","20SE","CSPG","No Variability",783.64,57.07,930.14
"748",2018,"TRM","20SE","CSPG","Spatial Variability",783.64,57.07,506.83
"749",2018,"TRM","20SE","FORB","Spatial Variability",52.78,104.45,37.49
"750",2018,"TRM","20SE","FORB","No Variability",52.78,104.45,14.53
"751",2018,"TRM","20SE","WSPG","Spatial Variability",463.95,82.41,142.38
"752",2018,"TRM","20SE","WSPG","No Variability",463.95,82.41,220.01
"753",2018,"TRM","24W","CSAG","Spatial Variability",124.12,49.12,32.32
"754",2018,"TRM","24W","CSAG","No Variability",124.12,49.12,34.76
"755",2018,"TRM","24W","CSPG","No Variability",124.86,58.15,109.95
"756",2018,"TRM","24W","CSPG","Spatial Variability",124.86,58.15,91.89
"757",2018,"TRM","24W","FORB","No Variability",61.12,69.63,63.28
"758",2018,"TRM","24W","FORB","Spatial Variability",61.12,69.63,62.41
"759",2018,"TRM","24W","WSPG","No Variability",313.12,16.09,318.64
"760",2018,"TRM","24W","WSPG","Spatial Variability",313.12,16.09,162.17
"761",2018,"TRM","25SE","CSAG","Spatial Variability",119.95,48.96,14.38
"762",2018,"TRM","25SE","CSAG","No Variability",119.95,48.96,13.18
"763",2018,"TRM","25SE","CSPG","Spatial Variability",103.03,54.44,86.27
"764",2018,"TRM","25SE","CSPG","No Variability",103.03,54.44,61.19
"765",2018,"TRM","25SE","FORB","Spatial Variability",11.34,97.43,66.96
"766",2018,"TRM","25SE","FORB","No Variability",11.34,97.43,34
"767",2018,"TRM","25SE","WSPG","No Variability",273.67,16.29,328.19
"768",2018,"TRM","25SE","WSPG","Spatial Variability",273.67,16.29,235.87
"769",2018,"TRM","26E","CSAG","No Variability",153.28,16.72,31.19
"770",2018,"TRM","26E","CSAG","Spatial Variability",153.28,16.72,9.29
"771",2018,"TRM","26E","CSPG","No Variability",83.39,65.4,120.74
"772",2018,"TRM","26E","CSPG","Spatial Variability",83.39,65.4,107.08
"773",2018,"TRM","26E","FORB","No Variability",118.71,81.74,103.19
"774",2018,"TRM","26E","FORB","Spatial Variability",118.71,81.74,57.38
"775",2018,"TRM","26E","WSPG","No Variability",245.65,36.47,259.75
"776",2018,"TRM","26E","WSPG","Spatial Variability",245.65,36.47,186.4
"777",2018,"TRM","31E","CSAG","Spatial Variability",105.48,59.79,27.75
"778",2018,"TRM","31E","CSAG","No Variability",105.48,59.79,0.5
"779",2018,"TRM","31E","CSPG","Spatial Variability",171.35,87.29,81.21
"780",2018,"TRM","31E","CSPG","No Variability",171.35,87.29,44.39
"781",2018,"TRM","31E","FORB","Spatial Variability",65.18,45.42,36.14
"782",2018,"TRM","31E","FORB","No Variability",65.18,45.42,16.87
"783",2018,"TRM","31E","WSPG","No Variability",410.61,25.06,8.44
"784",2018,"TRM","31E","WSPG","Spatial Variability",410.61,25.06,80.85
"785",2018,"TRM","5E","CSAG","Spatial Variability",17.02,115.05,6.55
"786",2018,"TRM","5E","CSAG","No Variability",17.02,115.05,15.53
"787",2018,"TRM","5E","CSPG","Spatial Variability",331.39,10.36,217.12
"788",2018,"TRM","5E","CSPG","No Variability",331.39,10.36,222.51
"789",2018,"TRM","5E","FORB","Spatial Variability",13.78,114.88,38.46
"790",2018,"TRM","5E","FORB","No Variability",13.78,114.88,25.4
"791",2018,"TRM","5E","WSPG","No Variability",214.17,30.51,112.53
"792",2018,"TRM","5E","WSPG","Spatial Variability",214.17,30.51,117.69
"793",2018,"TRM","7NW","CSAG","Spatial Variability",33.68,101.05,7.57
"794",2018,"TRM","7NW","CSAG","No Variability",33.68,101.05,4.52
"795",2018,"TRM","7NW","CSPG","No Variability",367,43.96,137.97
"796",2018,"TRM","7NW","CSPG","Spatial Variability",367,43.96,146.23
"797",2018,"TRM","7NW","FORB","No Variability",34.53,118.88,26.46
"798",2018,"TRM","7NW","FORB","Spatial Variability",34.53,118.88,34.33
"799",2018,"TRM","7NW","WSPG","No Variability",218.85,35.52,99.23
"800",2018,"TRM","7NW","WSPG","Spatial Variability",218.85,35.52,125.09
